id,public_name,lat,lng,address,postal_code
hougang-hougangstreet11-blk159a-deck1,Hougang/Hougang Street 11/Blk 159A/Deck 1,1.351926,103.879594,159A Hougang Street 11,531159
angmokio-angmokioavenue9-blk627,Ang Mo Kio/Ang Mo Kio Avenue 9/Blk 627,1.382052,103.841393,627 Ang Mo Kio Avenue 9,560627
hougang-hougangstreet21-blk205nearheartlandmall,Hougang/Hougang Street 21/Blk 205 (Near Heartland Mall),1.360295,103.885855,205 Hougang Street 21,530205
punggol-punggolplace-blk273-deck1,Punggol/Punggol Place/Blk 273/Deck 1,1.402703,103.901963,273 Punggol Place,820273
hougang-hougangavenue1-blk118,Hougang/Hougang Avenue 1/Blk 118,1.353316,103.887365,109-127 Hougang Avenue 1,530109
toapayoh-toapayohlorong2-blk141a-deck2a,Toa Payoh/Toa Payoh Lorong 2/Blk 141A/Deck 2A,1.335211,103.84559,141A Lorong 2 Toa Payoh,310141
jurongeast-jurongeaststreet21-blk230,Jurong East/Jurong East Street 21/Blk 230,1.341813,103.737565,215-230 Jurong East Street 21,600231
tampines-tampinesstreet91-blk921a-deck1a,Tampines/Tampines Street 91/Blk 921A/Deck 1A,1.347284,103.941371,921A Tampines Street 91,521921
bedok-bedokreservoircrescent-blk748-deckb1,Bedok/Bedok Reservoir Crescent/Blk 748/Deck B1,1.336105,103.921843,748 Bedok Reservoir Crescent,470748
angmokio-angmokioavenue6-blk123,Ang Mo Kio/Ang Mo Kio Avenue 6/Blk 123,1.370392,103.844376,123 Ang Mo Kio Avenue 6,560123
queenstown-meilingstreet-blk161a-deck1a,Queenstown/Mei Ling Street/Blk 161A/Deck 1A,1.292196,103.80346,161A Mei Ling Street,141161
woodlands-woodlanddrive52-blk626a-deck2a,Woodlands/Woodland Drive 52/Blk 626A/Deck 2A,1.434112,103.800276,626A Woodlands Drive 52,731626
bedok-bedokreservoirroad-blk613c-deck2a,Bedok/Bedok Reservoir Road/Blk 613C/Deck 2A,1.333199,103.917575,613C Bedok Reservoir Road,473613
clementi-clementiavenue2-blk334-besidecaltex,Clementi/Clementi Avenue 2/Blk 334/Beside Caltex,1.314724,103.768296,334 Clementi Avenue 2,120334
jurongwest-jurongweststreet81-blk854a-deck1a,Jurong West/Jurong West Street 81/Blk 854A/Deck 1A,1.347775,103.696495,854A Jurong West Street 81,641854
bukitmerah-depotroad-blk104c-deck2a,Bukit Merah/Depot Road/Blk 104C/Deck 2A,1.280624,103.811561,104C Depot Road,103104
bukitbatok-bukitbatokstreet34-blk346,Bukit Batok/Bukit Batok Street 34/Blk 346,1.362466,103.750963,346 Bukit Batok Street 34,650346
tampines-tampinesstreet83-blk851,Tampines/Tampines Street 83/Blk 851,1.353051,103.935061,851 Tampines Street 83,520851
marineparade-marineterrace-blk59,Marine Parade/Marine Terrace/Blk 59,1.305782,103.914158,59 Marine Terrace,440059
jurongeast-westgate-deckb2-lobbyb,Jurong East/Westgate/Deck B2/Lobby B,1.33428,103.742856,3 Gateway Drive,608532
kallang-mcnairroad-blk113-deck1b,Kallang/Mcnair Road/Blk 113/Deck 1B,1.321472,103.859992,113 McNair Road,321113
serangoon-upperserangoonview-blk476-deck3,Serangoon/Upper Serangoon View/Blk 476/Deck 3,1.37738,103.903721,476 Upper Serangoon View,530476
yishun-yishunavenue11-blk347-storey1a,Yishun/Yishun Avenue 11/Blk 347/Storey 1A,1.427679,103.842979,347 Yishun Avenue 11,760347
sentosa-50beachview-basement-beachstationnearbeachstationescalator,Sentosa/50 Beach View/Basement/Beach Station(Near Beach Station Escalator),1.251171,103.819188,50 Beach View,98604
bishan-bishanstreet13-blk186,Bishan/Bishan Street 13/Blk 186,1.349585,103.852838,186 Bishan Street 13,570186
geylang-ubiavenue1-blk326,Geylang/Ubi Avenue 1/Blk 326,1.327319,103.904146,326 Ubi Avenue 1,400326
geylang-52simsplace-alongsimsplace,Geylang/52 Sims Place/Along Sims Place,1.316531,103.880106,52 Sims Place,380052
marineparade-across343telokkarauroad-besidestpatrickscourt,Marine Parade/Across 343 Telok Karau Road/Beside St'Patrick's Court,1.308605,103.912432,Across 343 Telok Kurau Road,423870
jurongwest-jurongweststreet24-blk271-deck1b,Jurong West/Jurong West Street 24/Blk 271/Deck 1B,1.3508141,103.7040753,271 Jurong West Street 24,640271
punggol-sumanglane-blk233-deck1,Punggol/Sumang Lane/Blk 233/Deck 1,1.401304,103.891288,233 Sumang Lane,820233
jurongwest-jurongweststreet73-blk734a-deck1b,Jurong West/Jurong West Street 73/Blk 734A/Deck 1B,1.345607,103.700915,734A Jurong West Street 73,641734
toapayoh-kimkeatavenue3-blk260-deck2a,Toa Payoh/Kim Keat Avenue 3/Blk 260/Deck 2A,1.332086,103.857486,260 Kim Keat Avenue,310260
woodlands-woodlandavenue6-blk693-deck2b,Woodlands/Woodland Avenue 6/Blk 693/Deck 2B,1.438091,103.803754,693 Woodlands Avenue 6,730693
woodlands-woodlanddrive50-blk892c-deck2a,Woodlands/Woodland Drive 50/Blk 892C/Deck 2A,1.436824,103.78945,892C Woodlands Drive 50,732892
central-109northbridgeroad-funanmall-basement3-liftlobbyb,Central/109 North Bridge Road/Funan Mall/Basement 3/Lift Lobby B,1.291599,103.849823,109 North Bridge Road,179097
jurongwest-jurongweststreet64-blk684-deck1,Jurong West/Jurong West Street 64/Blk 684/Deck 1,1.344321,103.703856,684 Jurong West Street 64,640684
hougang-hougangstreet92-blk941a-deck1a,Hougang/Hougang Street 92/Blk 941A/Deck 1A,1.374287,103.87912,941A Hougang Street 92,531941
jurongwest-jurongweststreet91-blk903,Jurong West/Jurong West Street 91/Blk 903,1.339625,103.686256,903 Jurong West Street 91,640903
toapayoh-potongpasiravenue1-blk117,Toa Payoh/Potong Pasir Avenue 1/Blk 117,1.336558,103.863104,117 Potong Pasir Avenue 1,350117
pasirris-pasirrisstreet71-blk773a-deck2b,Pasir Ris/Pasir Ris Street 71/Blk 773A/Deck 2B,1.374638,103.935842,773A Pasir Ris Street 71,511773
woodlands-woodlandrise-blk785-deck2b,Woodlands/Woodland Rise/Blk 785/Deck 2B,1.447049,103.805007,785 Woodlands Rise,730785
pasirris-pasirrisdrive4-blk231a-deck1b,Pasir Ris/Pasir Ris Drive 4/Blk 231A/Deck 1B,1.374171,103.961435,231A Pasir Ris Drive 4,511231
jurongwest-kangchingroad-blk346a-deck1b,Jurong West/Kang Ching Road/Blk 346A/Deck 1B,1.340133,103.720221,346A Kang Ching Road,611346
yishun-yishunringroad-blk676-deck2a,Yishun/Yishun Ring Road/Blk 676/Deck 2A,1.421641,103.841868,676 Yishun Ring Road,760676
yishun-yishunstreet51-blk501-deck1a,Yishun/Yishun Street 51/Blk 501/Deck 1A,1.416572,103.840604,501 Yishun Street 51,760501
bukitbatok-bukitbatokwestavenue5-blk395a-deck3b,Bukit Batok/Bukit Batok West Avenue 5/Blk 395A/Deck 3B,1.3643,103.752021,395A Bukit Batok West Avenue 5,651395
punggol-punggolwalk-blk213-deck1a,Punggol/Punggol Walk/Blk 213/Deck 1A,1.400134,103.898428,213 Punggol Walk,820213
punggol-punggolcentral-blk301-deck2b,Punggol/Punggol Central/Blk 301/Deck 2B,1.403648,103.906146,301 Punggol Central,820301
yishun-yishunringroad-blk165,Yishun/Yishun Ring Road/Blk 165,1.4355487,103.8320274,165 Yishun Ring Road,760165
central-1esplanadedrive-basement1-liftlobbyb,Central/1 Esplanade Drive/Basement 1/Lift Lobby B,1.289691,103.85577,1 Esplanade Drive,38981
hougang-hougangavenue2-blk707,Hougang/Hougang Avenue 2/Blk 707,1.366507,103.888389,707 Hougang Avenue 2,530707
bedok-bedokreservoirroad-blk609,Bedok/Bedok Reservoir Road/Blk 609,1.33135,103.912391,609 Bedok Reservoir Road,470609
jurongeast-jurongeaststreet13-blk116,Jurong East/Jurong East Street 13/Blk 116,1.339583,103.734451,116 Jurong East Street 13,600116
geylang-circuitroad-blk31a-deck1b,Geylang/Circuit Road/Blk 31A/Deck 1B,1.329186,103.885573,31A Circuit Road,379497
sembawang-sembawangdrive-blk463-deck2a,Sembawang/Sembawang Drive/Blk 463/Deck 2A,1.455575,103.814685,463 Sembawang Drive,750463
bukitbatok-bukitbatokeastavenue5-blk241a-deck1a,Bukit Batok/Bukit Batok East Avenue 5/Blk 241A/Deck 1A,1.350931,103.755227,241A Bukit Batok East Avenue 5,651241
sentosa-1coveavenue-sentosacove-blkb-level2,Sentosa/1 Cove Avenue/Sentosa Cove/Blk B/Level 2,1.247741,103.840256,"1 Cove Avenue, Sentosa Cove",98537
bishan-bishanstreet13-blk514-level3,Bishan/Bishan Street 13/Blk 514/Level 3,1.350164,103.849647,514 Bishan Street 13,570514
sengkang-compassvalelink-blk267-deck1a,Sengkang/Compassvale Link/Blk 267/Deck 1A,1.383762,103.897028,267 Compassvale Link,540267
sengkang-sengkangeastroad-blk201-deck1b,Sengkang/Sengkang East Road/Blk 201/Deck 1B,1.388419,103.892373,201 Sengkang East Road,540201
pasirris-pasirrisstreet21-blk245a-deck2a,Pasir Ris/Pasir Ris Street 21/Blk 245A/Deck 2A,1.370911,103.963417,245A Pasir Ris Street 21,511245
pasirris-pasirrisdrive3-blk631a-deck1a,Pasir Ris/Pasir Ris Drive 3/Blk 631A/Deck 1A,1.379375,103.940215,631A Pasir Ris Drive 3,511631
punggol-edgedaleplains-blk682-deck1a,Punggol/Edgedale Plains/Blk 682/Deck 1A,1.403941,103.915844,682 Edgedale Plains,820682
central-3erivervalleyroad-clarkquayblke-level3,Central/3E River Valley Road/Clark Quay Blk E/Level 3,1.290715,103.846146,3E River Valley Road,179024
hougang-hougangstreet31-blk373a-deckb1b,Hougang/Hougang Street 31/Blk 373A/Deck B1B,1.362366,103.890053,373A Hougang Street 31,531373
sengkang-rivervalecrescent-blk184-deck1b,Sengkang/Rivervale Crescent/Blk 184/Deck 1B,1.39209,103.908205,184 Rivervale Crescent,540184
yishun-yishunringroad-blk307-deck2a,Yishun/Yishun Ring Road/Blk 307/Deck 2A,1.430843,103.840951,307 Yishun Ring Road,760307
clementi-clementiavenue4-blk312-deck1b,Clementi/Clementi Avenue 4/Blk 312/Deck 1B,1.319651,103.764444,312 Clementi Avenue 4,120312
pasirris-pasirrisdrive6-blk417,Pasir Ris/Pasir Ris Drive 6/Blk 417,1.372102,103.955033,417 Pasir Ris Drive 6,510417
central-146prinsepstreet-oppositeburlingtonsquare,Central/146 Prinsep Street/Opposite Burlington Square,1.302834,103.852194,146 Prinsep Street,188658
woodland-woodlandavenue4-blk614a-deck2a,Woodland/Woodland Avenue 4/Blk 614A/Deck 2A,1.434854,103.795957,614A Woodlands Avenue 4,731614
serangoon-serangoonavenue4-blk212,Serangoon/Serangoon Avenue 4/Blk 212,1.356934,103.873229,212 Serangoon Avenue 4,550212
jurongwest-jurongweststreet25-blk276-deck2a,Jurong West/Jurong West Street 25/Blk 276/Deck 2A,1.35377,103.703214,276 Jurong West Street 25,640276
hougang-hougangavenue1-blk172a-deck1a,Hougang/Hougang Avenue 1/Blk 172A/Deck 1A,1.350686,103.889005,172A Hougang Avenue 1,531172
sengkang-rivervaledrive-blk117d-deck1b,Sengkang/Rivervale Drive/Blk 117D/Deck 1B,1.382819,103.90311,117D Rivervale Drive,544117
sengkang-anchorvalestreet-blk329-deck1a,Sengkang/Anchorvale Street/Blk 329/Deck 1A,1.39634,103.889296,329 Anchorvale Street,540329
hougang-hougangavenue9-blk966a-deck1a,Hougang/Hougang Avenue 9/Blk 966A/Deck 1A,1.377891,103.877869,966A Hougang Avenue 9,531966
choachukang-choachukangcrescent-blk668a-deck2a,Choa Chu Kang/Choa Chu Kang Crescent/Blk 668A/Deck 2A,1.40154,103.75027,668A Choa Chu Kang Crescent,681668
angmokio-angmokioavenue4-blk114,Ang Mo Kio/Ang Mo Kio Avenue 4/Blk 114,1.372293,103.836312,114 Ang Mo Kio Avenue 4,560114
choachukang-choachukangstreet51-blk502a-deck1b,Choa Chu Kang/Choa Chu Kang Street 51/Blk 502A/Deck 1B,1.388849,103.74302,502A Choa Chu Kang Street 51,681502
choachukang-choachukangnorth6-blk792a-deck1a,Choa Chu Kang/Choa Chu Kang North 6/Blk 792A/Deck 1A,1.395383,103.74949,792A Choa Chu Kang North 6,681792
choachukang-choachukangcrescent-blk678a-deck1b,Choa Chu Kang/Choa Chu Kang Crescent/Blk 678A/Deck 1B,1.401978,103.74481,678A Choa Chu Kang Crescent,681678
geylang-aljuniedcrescent-blk104,Geylang/Aljunied Crescent/Blk 104,1.319996,103.883203,104 Aljunied Crescent,380104
kallang-cambridgeroad-blk43oppositentuc,Kallang/Cambridge Road/Blk 43 (Opposite NTUC),1.314899,103.849479,43 Cambridge Road,210043
bukitbatok-bukitbatokwestavenue6-blk102,Bukit Batok/Bukit Batok West Avenue 6/Blk 102,1.347412,103.747634,102 Bukit Batok West Avenue 6,650102
jurongeast-jurongeaststreet21-blk232,Jurong East/Jurong East Street 21/Blk 232,1.339759,103.741013,232 Jurong East Street 21,600232
choachukang-choachukangnorth7-deck2a-blk621a,Choa Chu Kang/Choa Chu Kang North 7/Deck 2A/Blk 621A,1.399571,103.747491,621A Choa Chu Kang North 7,681621
choachukang-choachukangcentral-deck2b-blk227a,Choa Chu Kang/Choa Chu Kang Central/Deck 2B/Blk 227A,1.380552,103.745441,227A Choa Chu Kang Central,681227
hougang-hougangcentral-deck2a-blk838a,Hougang/Hougang Central/Deck 2A/Blk 838A,1.370024,103.891881,838A Hougang Central,531838
kallang-bendemeerroad-blk10-deck1a,Kallang/Bendemeer Road/Blk 10/Deck 1A,1.315203,103.860333,10 Bendemeer Road,330010
hougang-buangkokcrescent-blk997-deck2a,Hougang/Buangkok Crescent/Blk 997/Deck 2A,1.385446,103.880711,997 Buangkok Crescent,530997
angmokio-angmokioavenue4-blk110,Ang Mo Kio/Ang Mo Kio Avenue 4/Blk 110,1.370557,103.837923,110 Ang Mo Kio Avenue 4,560110
angmokio-angmokioavenue5-blk605,Ang Mo Kio/Ang Mo Kio Avenue 5/Blk 605,1.37925,103.836079,605 Ang Mo Kio Avenue 5,560605
yishun-yishunringroad-blk781,Yishun/Yishun Ring Road/Blk 781,1.422343,103.832121,781 Yishun Ring Road,760781
bukitmerah-telokblangahstreet31-blk90-deck1b,Bukit Merah/Telok Blangah Street 31/Blk 90/Deck 1B,1.277387,103.807236,90 Telok Blangah Street 31,100090
jurongwest-yuanchingroad-blk138-deck1a,Jurong West/Yuan Ching Road/Blk 138/Deck 1A,1.3277221,103.723414,138 Yuan Ching Road,610138
geylang-ubiavenue1-blk349,Geylang/Ubi Avenue 1/Blk 349,1.325963,103.900892,349 Ubi Avenue 1,400349
woodlands-woodlandsavenue5-blk358a-deck2a,Woodlands/Woodlands Avenue 5/Blk 358A/Deck 2A,1.433248,103.784014,358A Woodlands Avenue 5,731358
queenstown-stirlingroad-blk171a-deck1,Queenstown/Stirling Road/Blk 171A/Deck 1,1.290027,103.803701,171A Stirling Road,141171
tampines-tampinesstreet21-blk269,Tampines/Tampines Street 21/Blk 269,1.350578,103.947646,269 Tampines Street 21,520269
angmokio-angmokioavenue6-blk647,Ang Mo Kio/Ang Mo Kio Avenue 6/Blk 647,1.378898,103.843833,647 Ang Mo Kio Avenue 6,560647
tampines-simeiroad-blk155,Tampines/Simei Road/Blk 155,1.344756,103.958393,155 Simei Road,520155
bukittimah-170upperbukittimahroadinfrontbukittimahshoppingcentre,Bukit Timah/170 Upper Bukit Timah Road (Infront Bukit Timah Shopping Centre),1.343312,103.775637,170 Upper Bukit Timah Road,588179
hougang-hougangavenue6-blk524,Hougang/Hougang Avenue 6/Blk 524,1.373931,103.890352,524 Hougang Avenue 6,530524
angmokio-angmokioavenue10-blk449,Ang Mo Kio/Ang Mo Kio Avenue 10/Blk 449,1.36805,103.8558,449 Ang Mo Kio Avenue 10,560449
woodlands-woodlandsavenue1-blk371a-deck1b,Woodlands/Woodlands Avenue 1/Blk 371A/Deck 1B,1.432869,103.786504,371A Woodlands Avenue 1,731371
kallang-saintgeorgeslane-blk26-deck2a,Kallang/Saint George's Lane/Blk 26/Deck 2A,1.322084,103.862785,26 Saint George's Lane,320026
yishun-yishunstreet21-blk220,Yishun/Yishun Street 21/Blk 220,1.433137,103.835685,220 Yishun Street 21,760220
kallang-mcnairroad-blk122,Kallang/Mcnair Road/Blk 122,1.318764,103.857287,122 Mcnair Road,320122
woodlands-woodlandsstreet13-blk182-deck3b,Woodlands/Woodlands Street 13/Blk 182/Deck 3B,1.435225,103.776005,182 Woodlands Street 13,730182
bukitpanjang-senjalink-blk651a-deck1,Bukit Panjang/Senja Link/Blk 651A/Deck 1,1.386964,103.764451,651A Senja Link,671651
sengkang-sengkangwestavenue-blk439-deck2a,Sengkang/Sengkang West Avenue/Blk 439/Deck 2A,1.392184,103.87758,439 Sengkang West Avenue,790439
bukitbatok-bukitbatokwestavenue6-blk194-deck2a,Bukit Batok/Bukit Batok West Avenue 6/Blk 194/Deck 2A,1.344765,103.745535,194 Bukit Batok West Avenue 6,650194
bukitpanjang-segarroad-blk476a-deck1,Bukit Panjang/Segar Road/Blk 476A/Deck 1,1.389109,103.773537,476A Segar Road,671476
geylang-circuitroad-blk82-deck2a,Geylang/Circuit Road/Blk 82/Deck 2A,1.324356,103.890261,82 Circuit Road,370082
woodlands-woodlandscircle-blk766a-deck1a,Woodlands/Woodlands Circle/Blk 766A/Deck 1A,1.44579,103.797391,766A Woodlands Circle,731766
bedok-bedoknorthstreet3-blk534,Bedok/Bedok North Street 3/Blk 534,1.333285,103.92394,534 Bedok North Street 3,460534
tampines-tampinesavenue9-blk601-level1,Tampines/Tampines Avenue 9/Blk 601/Level 1,1.361081,103.9365,601 Tampines Avenue 9,520601
tampines-tampinesstreet44-blk475-deck2a,Tampines/Tampines Street 44/Blk 475/Deck 2A,1.360381,103.953129,475 Tampines Street 44,520475
tampines-tampinesstreet72-blk742a-deck1a,Tampines/Tampines Street 72/Blk 742A/Deck 1A,1.359905,103.934176,742A Tampines Street 72,521742
sengkang-rivervalewalk-blk102a-deck2a,Sengkang/Rivervale Walk/Blk 102A/Deck 2A,1.382212,103.900006,102A Rivervale Walk,541102
sengkang-compassvalecrescent-blk293-deck2a,Sengkang/Compassvale Crescent/Blk 293/Deck 2A,1.396379,103.895316,293 Compassvale Crescent,540293
sengkang-compassvalecrescent-blk295-deck1a,Sengkang/Compassvale Crescent/Blk 295/Deck 1A,1.397646,103.898795,295 Compassvale Crescent,540295
sengkang-compassvaleroad-blk256a-deck1b,Sengkang/Compassvale Road/Blk 256A/Deck 1B,1.393647,103.899491,256A Compassvale Road,541256
bedok-bedokreservoirroad-blk145a-deck1a,Bedok/Bedok Reservoir Road/Blk 145A/Deck 1A,1.334281,103.91138,145A Bedok Reservoir Road,411145
queenstown-commonwealthdrive-blk117besideblk117openspacecarpark,Queenstown/Commonwealth Drive/Blk 117 (Beside Blk 117 Open Space Carpark),1.306972,103.799566,117 Commonwealth Drive,140117
bukitmerah-lengkokbahru-blk64-deckb2b,Bukit Merah/Lengkok Bahru/Blk 64/Deck B2B,1.289473,103.815131,64 Lengkok Bahru,150064
tampines-tampinesstreet34-blk364a-deck1b,Tampines/Tampines Street 34/Blk 364A/Deck 1B,1.357323,103.959286,364A Tampines Street 34,521364
kallang-jalanrajah-blk103,Kallang/Jalan Rajah/Blk 103,1.327411,103.852514,103 Jalan Rajah,321103
bukitpanjang-bukitpanjangringroad-blk449a-deck2b,Bukit Panjang/Bukit Panjang Ring Road/Blk 449A/Deck 2B,1.383897,103.772754,449A Bukit Panjang Ring Road,671449
queenstown-hollandclose-blk5a-deck3a,Queenstown/Holland Close/Blk 5A/Deck 3A,1.308861,103.796213,5A Holland Close,271005
bukitpanjang-gangsaroad-blk152a-deck2a,Bukit Panjang/Gangsa Road/Blk 152A/Deck 2A,1.37553,103.765424,152A Gangsa Road,671152
bukitbatok-bukitbatokstreet33-blk319,Bukit Batok/Bukit Batok Street 33/Blk 319,1.361125,103.746545,319 Bukit Batok Street 33,650319
novena-tantocksenghospital-basement4-nearliftlobbyd,Novena/Tan Tock Seng Hospital/Basement 4/Near Lift Lobby D,1.321282,103.84588,11 Jalan Tan Tock Seng,308433
angmokio-angmokioavenue8-blk510,Ang Mo Kio/Ang Mo Kio Avenue 8/Blk 510,1.373288,103.849485,510 Ang Mo Kio Avenue 8,560510
angmokio-angmokioavenue10-blk559,Ang Mo Kio/Ang Mo Kio Avenue 10/Blk 559,1.371022,103.857277,559 Ang Mo Kio Avenue 10,560559
bukitpanjang-fajarroad-blk422a-deck3a,Bukit Panjang/Fajar Road/Blk 422A/Deck 3A,1.38509,103.769637,422A Fajar Road,671422
bishan-bishanstreet12-blk112,Bishan/Bishan Street 12/Blk 112,1.346756,103.848871,112 Bishan Street 12,570112
geylang-ubiavenue1-blk316,Geylang/Ubi Avenue 1/Blk 316,1.32959,103.902736,316 Ubi Avenue 1,400316
sengkang-fernvalestreet-blk472-deck1a,Sengkang/Fernvale Street/Blk 472/Deck 1A,1.396952,103.881727,472 Fernvale Street,790472
sengkang-fernvalelink-blk468-deck2a,Sengkang/Fernvale Link/Blk 468/Deck 2A,1.39663,103.878221,468 Fernvale Link,790468
punggol-punggolcentral-blk166-deck1a,Punggol/Punggol Central/Blk 166/Deck 1A,1.394883,103.914993,166 Punggol Central,820166
pasirris-pasirrisstreet12-blk108a-deck1a,Pasir Ris/Pasir Ris Street 12/Blk 108A/Deck 1A,1.367987,103.956949,108A Pasir Ris Street 12,511108
yishun-yishunstreet51-blk513-deck2,Yishun/Yishun Street 51/Blk 513/Deck 2,1.415984,103.844221,513 Yishun Street 51,760513
woodlands-woodlandscircle-blk747a-deck1a,Woodlands/Woodlands Circle/Blk 747A/Deck 1A,1.443332,103.795599,747A Woodlands Circle,731747
kallang-saintgeorgesroad-blk22,Kallang/Saint George's Road/Blk 22,1.32537,103.862659,22 Saint George's Road,321022
punggol-edgedaleplains-blk172-deck1a,Punggol/Edgedale Plains/Blk 172/Deck 1A,1.39557,103.911788,172 Edgedale Plains,820172
bukitpanjang-petirroad-blk140,Bukit Panjang/Petir Road/Blk 140,1.375471,103.769068,140 Petir Road,670140
sengkang-compassvaleroad-blk203-deck1a,Sengkang/Compassvale Road/Blk 203/Deck 1A,1.387328,103.895393,203 Compassvale Road,540203
jurongeast-jurongeaststreet32-blk307,Jurong East/Jurong East Street 32/Blk 307,1.346612,103.734402,307 Jurong East Street 32,600307
changi-changiairportterminal2-carpark2b-level2m-liftlobby1,Changi/Changi Airport Terminal 2/Carpark 2B/Level 2M/Lift Lobby 1,1.358059,103.990089,"60 Airport Boulevard, Terminal 2",819643
bedok-chaicheestreet-blk53,Bedok/Chai Chee Street/Blk 53,1.328941,103.921295,53 Chai Chee Street,460053
serangoon-serangooncentral-blk410a-deck3a,Serangoon/Serangoon Central/Blk 410A/Deck 3A,1.348203,103.873591,410A Serangoon Central,551410
punggol-punggolfield-blk175-deck1b,Punggol/Punggol Field/Blk 175/Deck 1B,1.398065,103.908213,175 Punggol Field,820175
bedok-bedoknorthroad-blk425,Bedok/Bedok North Road/Blk 425,1.329159,103.92944,425 Bedok North Road,460425
yishun-yishunavenue11-blk426-deck1a,Yishun/Yishun Avenue 11/Blk 426/Deck 1A,1.422916,103.846085,426 Yishun Avenue 11,760426
tampines-tampinesstreet11-blk107,Tampines/Tampines Street 11/Blk 107,1.348142,103.947926,107 Tampines Street 11,521107
queenstown-ghimmohlink-blk24-deck1b,Queenstown/Ghim Moh Link/Blk 24/Deck 1B,1.308908,103.785607,24 Ghim Moh Link,270024
bedok-bedokreservoirroad-blk724,Bedok/Bedok Reservoir Road/Blk 724,1.336923,103.928574,724 Bedok Reservoir Road,470724
serangoon-serangoonnorthavenue1-blk149a-deck2b,Serangoon/Serangoon North Avenue 1/Blk 149A/Deck 2B,1.367212,103.873289,149A Serangoon North Avenue 1,551149
jurongwest-boonlaydrive-blk196-deck1a,Jurong West/Boon Lay Drive/Blk 196/Deck 1A,1.342613,103.713707,196 Boon Lay Drive,640196
angmokio-angmokiostreet51-blk590-deck1a,Ang Mo Kio/Ang Mo Kio Street 51/Blk 590/Deck 1A,1.371634,103.853064,590 Ang Mo Kio Street 51,560590
serangoon-serangoonnorthavenue4-blk512a-deck1b,Serangoon/Serangoon North Avenue 4/Blk 512A/Deck 1B,1.371005,103.8751,512A Serangoon North Avenue 4,551512
sembawang-sembawangclose-blk322a-deck3a,Sembawang/Sembawang Close/Blk 322A/Deck 3A,1.446177,103.818248,322A Sembawang Close,751322
sembawang-sembawangcrescent-blk365-deck2b,Sembawang/Sembawang Crescent/Blk 365/Deck 2B,1.444464,103.816083,365 Sembawang Crescent,750365
sengkang-compassvalewalk-blk236a-deck1b,Sengkang/Compassvale Walk/Blk 236A/Deck 1B,1.390343,103.900021,236A Compassvale Walk,541236
geylang-circuitroad-blk66a-deck1a,Geylang/Circuit Road/Blk 66A/Deck 1A,1.326411,103.88797,66A Circuit Road,371066
jurongwest-yunganroad-blk364-deck1a,Jurong West/Yung An Road/Blk 364/Deck 1A,1.337184,103.720457,364 Yung An Road,610364
queenstown-ghimmohroad-blk2a-deck1,Queenstown/Ghim Moh Road/Blk 2A/Deck 1,1.312774,103.787393,2A Ghim Moh Road,272002
serangoon-serangooncentral-blk264-deck2,Serangoon/Serangoon Central/Blk 264/Deck 2,1.352005,103.872152,264 Serangoon Central,550264
clementi-clementiavenue3-blk440-deck1a,Clementi/Clementi Avenue 3/Blk 440/Deck 1A,1.31642,103.76392,440 Clementi Avenue 3,120440
sengkang-anchorvaledrive-blk319-deck2a,Sengkang/Anchorvale Drive/Blk 319/Deck 2A,1.390657,103.890279,319 Anchorvale Drive,540319
bukitmerah-jalanrumahtinggi-blk37a-deck3b,Bukit Merah/Jalan Rumah Tinggi/Blk 37A/Deck 3B,1.289373,103.81042,37A Jalan Rumah Tinggi,151037
yishun-yishunstreet31-blk333-deck1a,Yishun/Yishun Street 31/Blk 333/Deck 1A,1.43154,103.844951,333 Yishun Street 31,760333
central-5purvisstreet,Central/5 Purvis Street,1.296717,103.85496,5 Purvis Street,188584
pasirris-pasirrisdrive10-blk736a-deck1b,Pasir Ris/Pasir Ris Drive 10/Blk 736A/Deck 1B,1.37877,103.9374,736A Pasir Ris Drive 10,511736
bidadari-bidadariparkdrive-blk106-deck2a,Bidadari/Bidadari Park Drive/Blk 106/Deck 2A,1.333517,103.8706,106 Bidadari Park Drive,340106
pasirris-pasirrisstreet51-blk526-deck1b,Pasir Ris/Pasir Ris Street 51/Blk 526/Deck 1B,1.367774,103.9474,526 Pasir Ris Street 51,510526
pasirris-pasirrisstreet71-blk762a-deck1a,Pasir Ris/Pasir Ris Street 71/Blk 762A/Deck 1A,1.376083,103.9333,762A Pasir Ris Street 71,511762
sembawang-canberracrescent-blk117-deck2b,Sembawang/Canberra Crescent/Blk 117/Deck 2B,1.445044,103.8299,117 Canberra Crescent,750117
yishun-yishunstreet41-blk456a-deck1b,Yishun/Yishun Street 41/Blk 456A/Deck 1B,1.419846,103.8451,456A Yishun Street 41,761456
yishun-yishunstreet51-blk512-deck1a,Yishun/Yishun Street 51/Blk 512/Deck 1A,1.41461,103.841,512 Yishun Street 51,760512
bukitmerah-evertonpark-blk6a-deck1b,Bukit Merah/Everton Park/Blk 6A/Deck 1B,1.27625,103.8389,6A Everton Park,82006
bukitmerah-bukitpurmeiroad-blk109,Bukit Merah/Bukit Purmei Road/Blk 109,1.273803,103.8258,109 Bukit Purmei Road,90109
choachukang-choachukangcentral-blk205,Choa Chu Kang/Choa Chu Kang Central/Blk 205,1.381051,103.7481,205 Choa Chu Kang Central,680205
